,Text,Source
31,"The World Health Organization and YouTube have partnered on an inviting and humorous public service announcement (PSA) to help battle COVID-19 fatigue as we head into the holiday season. After nine months of physical distancing, lockdowns and other preventative measures, the video reminds viewers to stay vigilant and continue to take precautions to prevent the spread of the virus as people in many parts of the world head into the holiday season.



Voiced by actor and comedian Jon Glaser (Parks and Rec, Bob’s Burgers, Girls) the short animated video reinforces the WHO’s recommendations that viewers should stay home when possible, wear a mask if they need to go out, wash their hands and stay away from others when in public.



The PSA also gives advice for how to tackle some of the common holiday activities that could lead to further spread of COVID-19, including travel (think twice!), large gatherings (turn around and head home!) and visiting with high-risk relatives (try a video call!).



The PSA is available on YouTube starting today and will be promoted through early January as a pre-roll ad, in features on the YouTube homepage, and in posts from YouTube’s social media handles.

",https://www.who.int
32,"Lack of water puts health care workers and patients at higher risk of COVID-19 infection

Around 1.8 billion people are at heightened risk of COVID-19 and other diseases because they use or work in health care facilities without basic water services, warn WHO and UNICEF.

“Working in a health care facility without water, sanitation and hygiene is akin to sending nurses and doctors to work without personal protective equipment” said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. “Water supply, sanitation and hygiene in health care facilities are fundamental to stopping COVID-19. But there are still major gaps to overcome, particularly in least developed countries.”

The report, Fundamentals first: Universal water, sanitation, and hygiene services in health care facilities for safe, quality care, comes as COVID-19 is exposing key vulnerabilities within health systems, including inadequate infection prevention and control.

Water, sanitation and hygiene (WASH) are vital to the safety of health workers and patients yet provision of these services is not prioritized. Worldwide, 1 in 4 health care facilities has no water services, 1 in 3 does not have access to hand hygiene where care is provided, 1 in 10 has no sanitation services*, and 1 in 3 does not segregate waste safely.

“Sending healthcare workers and people in need of treatment to facilities without clean water, safe toilets, or even soap puts their lives at risk,” said UNICEF Executive Director Henrietta Fore. “This was certainly true before the COVID-19 pandemic, but this year has made these disparities impossible to ignore. As we reimagine and shape a post-COVID world, making sure we are sending children and mothers to places of care equipped with adequate water, sanitation and hygiene services is not merely something we can and should do. It is an absolute must.”

The situation is worst of all in the world’s 47 Least Developed Countries (LDCs): 1 in 2 health care facilities does not have basic drinking water, 1 in 4 health care facilities has no hand hygiene facilities at points of care; and 3 in 5 lack basic sanitation services.

But this can be fixed. The report’s preliminary estimates indicate that it would cost roughly USD 1 per capita to enable all 47 LDCs to establish basic water service in health facilities. On average, USD 0.20 per capita is needed each year to operate and maintain services.

According to the report, immediate, incremental investments in WASH have big returns: improving hygiene in health care facilities is a “best buy” for tackling antimicrobial resistance. It reduces health care costs because it reduces health-care associated infections (which are costly to treat). It saves time as health workers do not have to search for water for hand hygiene. Better hygiene also increases uptake of services. This all adds up to a return of USD 1.5 for every dollar invested.

These services are especially critical for vulnerable populations, including pregnant mothers, newborns and children. Improving WASH services in health care facilities is particularly important around childbirth when far too many mothers and newborns suffer and die, including from preventable conditions like sepsis. Better WASH services could save a million pregnant women and newborns’ lives and reduce still-births.

The report provides four main recommendations:

Implement costed national roadmaps with appropriate financing;

Monitor and regularly review progress in improving WASH services, practices and the enabling environment;

Develop capacities of health workforce to sustain WASH services and promote and practice good hygiene;

Integrate WASH into regular health sector planning, budgeting, and programming, including COVID-19 response and recovery efforts to deliver quality services.

Global WASH and health partners have shown their support for meeting global and country WASH in health care facility targets. By 2020, over 130 partners have committed resources, of which 34 have made dedicated financial commitments totalling USD125 million.

Nevertheless, implementation of the 2019 World Health Assembly Resolution on WASH in health care facilities is uneven. Of the nearly 50 countries for which WHO and UNICEF have data, 86 per cent have updated standards and 70 per cent have conducted initial assessments which show that these areas are generally on track. Yet just a third of countries have costed national WASH in health care facility roadmaps and only 10 per cent have included WASH indicators in national health systems monitoring.

More catalytic global funding, technical support, and domestic resourcing is needed to keep health care workers and patients safe and protected. Now, an opportunity exists to build on existing efforts and commitments and integrate WASH in health care facilities in all national COVID-19 plans, vaccine distribution and economic recovery packages.

“For millions of healthcare workers across the world, water is PPE”, said Jennifer Sara, Global Director for Water at the World Bank Group. “It is essential that financing keeps flowing to bring water and sanitation services to those battling the COVID crisis on the frontlines. Funding WASH in healthcare facilities is among the most cost-effective investments that governments can make.”

Data published by WHO in October indicates that COVID-19 infections among health care workers are far greater than those in the general population: Health care workers represent less than 3 per cent of the population, but account for 14 per cent of global COVID-19 cases reported to WHO. Ensuring health care workers have the basic WASH necessities to keep themselves, their patients, their families and children safe - is imperative.

“Millions have no option but to seek care from the 50% of health care facilities in the developing world which don’t have clean water on the premises. This cannot continue. Every day both healthcare workers’ and patients’ lives are being put at risk,” saidTim Wainwright, Chief Executive at international charity WaterAid. “Without frontline health workers being able to wash their hands; provide their patients with clean water; or have somewhere decent to go to the toilet, a hospital is not a hospital at all - it’s a breeding ground for disease.”

Note to Editors:

The data in this year’s report include statistics for 165 countries, from surveys representing 760,000 facilities. Compared to last year’s baseline report, estimates were available for 125 countries with data from surveys representing 560,000 facilities. The data on county progress in implementing the World Health Assembly Resolution represent 47 countries. It is the first time these data have been compiled and analyzed.

Sanitation services are measures taken to ensure the hygienic management of excreta along all stages of the sanitation chain: capture, containment, emptying, transport, treatment and safe disposal.

About the World Health Organization

The World Health Organization provides global leadership in public health within the United Nations system. Founded in 1948, WHO works with 194 Member States, across six regions and from more than 150 offices, to promote health, keep the world safe and serve the vulnerable. Our goal for 2019-2023 is to ensure that a billion more people have universal health coverage, to protect a billion more people from health emergencies, and provide a further billion people with better health and wellbeing. For updates on COVID-19 and public health advice to protect yourself from coronavirus.

Visit www.who.int and follow WHO on Twitter, Facebook, Instagram, LinkedIn, TikTok, Pinterest, Snapchat, YouTube.

About UNICEF

UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. Across more than 190 countries and territories, we work for every child, everywhere, to build a better world for everyone.

Follow UNICEF on Twitter and Facebook",https://www.who.int
33,"Funding for community programmes, engaging youth in solutions to address COVID-19, and convening Global Youth Summit are key features of this new mobilization



A new ground-breaking global youth mobilization was launched today to invest in and scale up youth-led solutions and engagements in response to COVID-19. The initiative was launched by an alliance of the world’s largest youth movements and organizations, together with the World Health Organization (WHO) and the United Nations Foundation.



The “Global Youth Mobilization for Generation Disrupted” is being led by the Big 6 Youth Organizations (Young Men’s Christian Association, YMCA; World Young Women’s Christian Association, YWCA; World Organization of the Scout Movement; World Association of Girl Guides and Girl Scouts; International Federation of Red Cross and Red Crescent Societies, IFRC; and The Duke of Edinburgh’s International Award), which together actively involve more than 250 million young people, and aims to support young people to engage in and design efforts to turn around the impact of the pandemic.



The Global Youth Mobilization will feature the convening of a Global Youth Summit in April 2021, and a fund of US $5 million to support local and national youth organizations, including grants for youth-led solutions and an accelerator programme to scale up existing response efforts.



The leadership of the WHO, Big 6 and youth organizations around the world are calling on governments, businesses and policy makers to back the Global Youth Mobilization effort and commit to investing in the future of young people. These measures will directly support young people engaged at the grassroots level to tackle some of the most pressing health and societal challenges resulting from the pandemic.



“WHO is honoured to join this truly exciting and powerful global movement to mobilize and empower youth worldwide to be the driving force of the recovery to COVID-19,” said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. “Joining forces with the Big 6 and the United Nations Foundation provides WHO and the world a unique opportunity to learn from hundreds of millions of young people and be guided by their sustainable solutions to help communities build back better from the pandemic.”

While the direct health impacts of the pandemic on young people have been generally less severe, they are disproportionately affected by the long-lasting consequences of the pandemic. Such effects include disruptions to education, economic uncertainty, loss or lack of employment opportunities, impacts on physical and mental health, and trauma from domestic violence. For example, mental anxiety brought on by COVID-19 has been identified in nearly 90 per cent of young people; more than 1 billion students in almost every country have been impacted by school closures; and 1 in 6 young people worldwide have lost their jobs during the pandemic.



At the same time, young people are also driving change and implementing solutions in response to COVID-19 by taking action through community-based interventions and voluntary service, such as acting as first responders and delivering food and supplies to those in need. The Global Youth Mobilization will draw attention to the urgent need for solutions to support young people, and to highlight the critical leadership role young people are playing in their communities to counter the effects of the pandemic.



“We are proud to team up with the WHO to provide opportunities and funding to help millions of young people across the globe to respond to local challenges related to COVID-19 in their communities,” said the leadership of the Big 6 in a joint statement. “The mobilization will provide direct financial and programmatic support to youth organizations at the national and international level. We believe that young people have the solutions to solve their own problems, and by providing a global youth platform, combined with national activation for youth projects, we can unleash the skills, enthusiasm and desire for young people to be a force for good in their communities.”



Supported by the COVID-19 Solidarity Response Fund for WHO and powered by the United Nations Foundation, the Global Youth Mobilization features a strategic partnership with the WHO and its newly launched Youth Council. It will involve other United Nations agencies, as well as a number of high-profile global partners, brands, and advocates, from FIFA to YOUNGA by BridgingTheGap Ventures, and the creation of a youth council of social media influencers, including the Influential platform. The initiative, developed in consultation with young people from across the globe, will be youth-led, community-driven, evidence-based, and inclusive of diverse communities rooted in meaningful youth participation and engagement.





-----------------------------

About the Big 6 Youth Organizations



Formed in 1996, the Big 6 Youth Organizations are an alliance of leading international youth-serving organizations. The ‘Big 6’ comprises the five largest youth movements in the world: Young Men’s Christian Association (YMCA), World Young Women’s Christian Association (YWCA), World Organization of the Scout Movement (WOSM), World Association of Girl Guides and Girl Scouts (WAGGGS), International Federation of Red Cross and Red Crescent Societies (IFRC) and a leading programme for youth development, The Duke of Edinburgh’s International Award (The Award). Together, the Big 6 actively involve in excess of 250 million young people, contributing to the empowerment of more than 1 billion young people during the last century. For more information visit www.bigsix.org



In response to the unique challenges facing young people today, and to coincide with the launch of the Global Youth Mobilization, the Big 6 have also published a new policy paper: ‘Young People Championing Post-Pandemic Futures’. The paper is a joint call to action on behalf of 250 million children and young people that make up the Big 6 Youth Organizations and includes recommendations concerning education, employment, mental health and digital inclusion. Read the full report and calls to action at bigsix.org.



About the World Health Organization



The World Health Organization provides global leadership in public health within the United Nations system. Founded in 1948, WHO works with 194 Member States, across six regions and from more than 149 offices, to promote health, keep the world safe and serve the vulnerable. Our goal for 2019-2023 is to ensure that a billion more people have universal health coverage, to protect a billion more people from health emergencies, and provide a further billion people with better health and wellbeing. For updates on COVID-19 and public health advice to protect yourself from coronavirus, visit www.who.int and follow WHO on Twitter, Facebook, Instagram, LinkedIn, TikTok, Pinterest, Snapchat, YouTube, and Twitch.



About the United Nations Foundation



The United Nations Foundation brings together ideas, people, and resources to help the United Nations drive global progress and tackle urgent problems. Our hallmark is to collaborate for lasting change and innovate to address humanity’s greatest challenges. Learn more at www.unfoundation.org



About the COVID-19 Solidarity Response Fund



To support the World Health Organization (WHO) and partners in their global response to COVID-19, the United Nations Foundation helped launch the COVID-19 Solidarity Response Fund, which has raised more than $238 million for lifesaving work around the world to prevent, detect, and respond to COVID-19. Learn more about the COVID-19 Solidarity Response Fund for WHO, powered by the United Nations Foundation at www.covid19responsefund.org.",https://www.who.int
34,"The COVID-19 pandemic has underscored the importance of investing in systems to prevent, detect and respond to infectious disease outbreaks.



The first ever International Day of Epidemic Preparedness, being held on 27 December 2020, was called for by the United Nations General Assembly to advocate the importance of the prevention of, preparedness for and partnership against epidemics.



WHO works closely with governments to support efforts to build strong emergency and epidemic preparedness systems, as part of an overall approach to advance universal health coverage and strengthen primary health care systems.

Message from WHO Director-General Dr Tedros Adhanom Ghebreyesus

Epidemic preparedness – a wise investment



",https://who.int
35,"2020 was a devastating year for global health. A previously unknown virus raced around the world, rapidly emerging as one of its top killers, laying bare the inadequacies of health systems. Today, health services in all regions are struggling to both tackle COVID-19, and provide people with vital care.



In another blow, the pandemic threatens to set back hard-won global health progress achieved over the past two decades - in fighting infectious diseases, for example, and improving maternal and child health.



So in 2021, countries around the world will need to continue battle COVID-19 (albeit with the knowledge that effective tools are evolving). They will need to move swiftly to repair and reinforce their health systems so they can deliver these tools, and to address the key societal and environmental issues that result in some sections of the population suffering so much more than others.

WHO and its partners will be at their side. We will work to help countries strengthen preparedness for pandemics and other emergencies. We will remind them of the importance of bringing countries together and of involving the whole government, not just the health sector. And we will support them in building strong health systems and healthy populations

Here are 10 ways we will do this:",https://www.who.int
36,"The Health for All Film Festival

Films are a powerful way to raise awareness, improve understanding and encourage action, so that this festival aims to contribute to health promotion and education about health.

The WHO Health for All Film Festival invites independent film-makers, production companies, public institutions, NGOs, communities, students, and film schools from around the world to submit their original short films on health. The festival aims to recruit a new generation of film and video innovators to champion and promote global health issues.

Film competition categories for 2021

The main competition categories for the second Health for All film festival hosted by WHO will be aligned with the Organization’s global goals for public health.

Submissions will be open from 24 October 2020 to 30 January 2021.

For submitting a short film, the copyright owner of the film must choose one category of competition among the three described below, which relate to WHO’s global health targets set out in the Thirteenth General Programme of Work (GPW13):

Universal health coverage (UHC) – films about mental health, noncommunicable diseases (NCDs) and other UHC stories linked to communicable diseases not part of emergencies;

– films about mental health, noncommunicable diseases (NCDs) and other UHC stories linked to communicable diseases not part of emergencies; Health emergencies – films about health emergencies, for instance COVID-19, Ebola, disaster relief and health in war-zones;

– films about health emergencies, for instance COVID-19, Ebola, disaster relief and health in war-zones; Better health and well-being – films about environmental and social determinants of health, such as nutrition, sanitation, pollution, gender, and/or about health promotion or health education.

For each of these three grand prix categories, candidates can submit short documentaries or fiction films of 3 to 8 minutes in length; short videos specifically crafted for social media; or animation films of 1 to 5 minutes in length for all the described categories.

In addition, juries can nominate special prizes (listed below) for short-listed videos not receiving a GRAND PRIX. From this pool, the Director-General can choose up to three special prizes.

The winners of GRAND PRIX are not eligible for special prizes. In addition, there will be only one special prize per candidate.

The special prizes are:

Student-produced film: videos of 3 to 8 minutes long produced by students who are legal adults in their country and enrolled in formal education, including audio-visual and film-making schools.

Health educational film aimed at youth: videos of 3 to 8 minutes long produced with a specific educational goal.

Video designed specifically for social media: videos of 1 to 5 minutes.

Please read our film festival application rules for more details.

We use FilmFreeway for submissions, please click here to submit.

",https://who.int
37,"Nurses and midwives play a vital role in providing health services. These are the people who devote their lives to caring for mothers and children; giving lifesaving immunizations and health advice; looking after older people and generally meeting everyday essential health needs. They are often, the first and only point of care in their communities. The world needs 9 million more nurses and midwives if it is to achieve universal health coverage by 2030.



That’s why the World Health Assembly has designated 2020 the International Year of the Nurse and the Midwife.



Join WHO and partners including, the International Confederation of Midwives (ICM), International Council of Nurses (ICN), Nursing Now and the United Nations Population Fund (UNFPA) in a year-long effort to celebrate the work of nurses and midwives, highlight the challenging conditions they often face, and advocate for increased investments in the nursing and midwifery workforce.",https://who.int
38,"This extraordinary virtual meeting for the Strategic Advisory Group of Experts on Immunization (SAGE) will be held on Tuesday 05 January 2021 to propose recommendations to WHO on the use of COVID-19 vaccine(s).

How do I register ?

Participation at the meeting is by invitation only.

Where is the meeting?

The meeting is planned to take virtually (online conference).

Meeting materials

Materials for this meeting such as a provisional list of participants and background documents will be made available nearer the time.

Background Materials",https://www.who.int
39,"Scope and purpose

The World Health Organization (WHO) envisions a world where every pregnant woman and newborn receives quality care throughout the pregnancy, childbirth and the postnatal period. The importance of nutrition has been recognized as part of this care and a Comprehensive implementation plan on maternal, infant and young child nutrition has been approved by the 65th World Health Assembly.

As part of its unique normative function in health, WHO recommendations on antenatal care for a positive pregnancy experience were developed, which included 14 recommendations related to nutrition. These guidelines were developed in 2016 and are relevant to all pregnant women and adolescent girls receiving antenatal care in any health-care facility or community-based setting. In 2017, the Executive Guideline Steering Group (GSG) on WHO maternal and perinatal health recommendations prioritized the updating of four out of the 14 nutrition recommendations: calcium supplementation, zinc supplementation, vitamin D supplementation and multiple micronutrient supplementation. Updated guidance on calcium supplementation was published in 2018 [1] , while multiple micronutrient and vitamin D supplementation was published in 2020. [2] [3] We are currently updating guidance on the use of zinc supplementation during pregnancy.



Updated evidence reviews have been conducted for zinc supplementation and will be discussed during this guideline development panel meeting by videoconference, using Zoom, on 13 January 2021.



The main objectives of this panel meeting are to:



Present the evidence for informing the update of the recommendation for the WHO antenatal care guidelines for Zinc supplementation;

Draft updated recommendations for the Zinc recommendation, considering benefits, harms, values and preferences, feasibility, equity, ethics, acceptability, resource requirements and other factors, as appropriate;

Define implications for further research and gaps; and

Discuss considerations for the implementation of the recommendations, if necessary.

[1] WHO recommendation: Calcium supplementation during pregnancy for the prevention of pre-eclampsia and its complications. Geneva: World Health Organization; 2018. Licence: CC BY-NC-SA 3.0 IGO

[2] WHO antenatal care recommendations for a positive pregnancy experience. Nutritional interventions update: Multiple micronutrient supplements during pregnancy. Geneva: World Health Organization; 2020. Licence: CC BY-NC-SA 3.0 IGO.

[3] WHO antenatal care recommendations for a positive pregnancy experience. Nutritional interventions update: Vitamin D supplements during pregnancy. Geneva: World Health Organization; 2020. Licence: CC BY-NC-SA 3.0 IGO.",https://www.who.int
40,When autocomplete results are available use up and down arrows to review and enter to select.,https://www.who.int
41,"Our goal is to build a better, healthier future for people in the Region",http://www.emro.who.int
42,"Cairo, Egypt, 15 December 2020 – Despite remarkable gains in health over the past few decades, the world is not on track to achieve the health-related targets of the Sustainable Development Goals (SDGs), and people, especially the most marginalized, are being left behind. The COVID-19 pandemic is setting progress back even further.

In a landmark move, 12 multilateral health, development and humanitarian agencies in the Eastern Mediterranean/Middle East and North African Regions have virtually launched the Regional Health Alliance, a partnership that aims to support countries to accelerate progress towards the health-related SDGs and facilitate implementation of the Global Action Plan on Healthy Lives and Well-being for All.

The partnership is based on the firm commitments made by the agencies to harmonize their internal strategies, policies and approaches, and to ensure mutual accountability and strengthen collaboration with countries and each other under seven accelerator themes: primary health care; sustainable financing for health; community and civil society engagement; determinants of health; innovative programming in fragile and vulnerable settings; research and development, innovation and access; and data and digital health. Ensuring gender equality as a fundamental human right cuts across all the seven themes.

The WHO Regional Office for the Eastern Mediterranean, inspired by the regional Vision 2023 of Health For All By All, has initiated the Regional Health Alliance to strengthen collaboration, foster new ways of working and operationalize the Global Action Plan. Building on successful existing partnerships, the Regional Health Alliance’s partner agencies will be able to strengthen their collective support to countries to improve the health and well-being of populations in the Region.

Health has a central place in SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and its 13 targets. Almost all of the other global SDGs are related to health or contribute to health indirectly, including those to end poverty and reduce inequalities, ensure universal access to sexual and reproductive health care services, achieve gender equality, grow economies, protect the environment, and promote peaceful and inclusive societies.

The Region is diverse and complex. There is political polarization, and conflicts and natural disasters have added to an already high burden of mortality and morbidity. Through stronger collaboration, the partnership will contribute to and reaching better health as the destination.

Agencies have made four specific, core commitments under the Global Action Plan: 1) engage with countries better to identify priorities and plan and implement together; 2) accelerate progress in countries through joint action under specific accelerator themes and on gender equality and the delivery of global public goods; 3) align in support of countries by harmonizing operational and financial strategies, policies and approaches; and 4) account, by reviewing progress and learning together to enhance shared accountability.

The Alliance is hosted by WHO and comprises regional offices of the Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Development Programme (UNDP), United Nations Population Fund (UNFPA), United Nations Children’s Fund (UNICEF), United Nations Entity for Gender Equality and the Empowerment of Women (UN Women), the World Bank Group and World Food Programme (WFP), who are all signatories of the Global Action Plan, as well as the International Organization for Migration (IOM), United Nations Educational, Scientific and Cultural Organization (UNESCO), UN Refugee Agency (UNHCR) and the International Telecommunication Union (ITU). Meanwhile the Implementation of the joint activities is engaging additional health and development partners, including civil society organizations.

As one of the objectives of the Global Action Plan is to facilitate the delivery of aligned and coordinated technical support to national plans and strategies that are country-owned and led, representatives from different countries of the Region also participated in the virtual launch event, along with representatives of the 12 agencies, the League of Arab States and community organizations.

For more information, contact:

Mona Yassin

Media and Communications Officer

WHO Regional Office for the Eastern Mediterranean

Tel: +202 22765020/21

Email: This e-mail address is being protected from spambots. You need JavaScript enabled to view it",http://www.emro.who.int
43,"23 December 2020 – Almost a year has passed since the COVID-19 pandemic started spreading across the world, putting millions of lives at risk, presenting unprecedented challenges on health systems, and further aggravating already weakened country economies. Health facilities are overwhelmed, and the health care workforce is facing global shortages in capacities, resources, and personal protective equipment, making them the most vulnerable group in the fight against this new threat.

Dr Ahmed Mady, pulmonology consultant at Cairo, Egypt’s Chest Hospital and director of the Health Isolation Hospital in Al-Ajami, who tragically died of COVID-19 in August. (Photo courtesy of Article19.ma)“While I'm lying on my bed in intensive care, I struggle to breathe. I suffer from a terrible pain that eats away at every part of my body, in which there is nothing left that is not connected to pipes and hoses. I watch the gazes of my fellow doctors and nurses, between fear and hope. And I see rapid and turbulent movements to equip the ventilator for a sharp drop of oxygen in my blood,"" said Dr Ahmed Madi, a pulmonology consultant at the Chest Hospital in Egypt, from his hospital bed after testing positive for COVID-19.

""I know the failure of my respiratory system is the beginning of the road to my inevitable end – an end that I have seen before in others. I am the doctor responsible for treating this disease and I can clearly see its end now. All I hope for a speedy end to the moment of separation, and for God to protect my family and my children. I miss them so much,” he added.

Dr Madi died just days after delivering this message to his co-workers.

“Our hearts and thoughts are with the families of those who have lost loved ones. This is not just a loss for them, but a loss for the entire Region, where health staff working in some of the most complex settings in the world are acknowledged and valued for their dedication and commitment,” said Dr Richard Brennan, Director of Health Emergencies.

Compounded threats facing health workers in the Eastern Mediterranean Region

In the Eastern Mediterranean Region, where many health workers already face considerable risks, COVID-19 has added a new layer of complexity to the challenges they face. Beyond working in conflict zones and insecure settings, and being at risk of direct and indirect attacks, health workers are now exposed to an additional threat.

As countries in the Region continue to report increasing numbers of COVID-19 confirmed cases among their populations, the risks facing health workers are also on the rise.

“I wished desperately that COVID-19 wouldn’t reach Yemen, as we are already suffering from cholera, diphtheria, dengue, malaria and malnutrition, compounded with the ongoing conflict that has destroyed an already weak health system,” said Khalid Mohammed, a laboratory technician at the Central Laboratory in Sana’a. “Yes, I’m afraid for my health and my family’s, but if I can help, I will never stay aside. I’m working tirelessly 24 hours to run COVID-19 tests. This is the least I can do,” he added.

While health workers represent less than 3% of the population in most countries and less than 2% in almost all low- and middle-income countries, around 14% of COVID-19 cases reported to WHO are among health workers. In some countries, the proportion can be as high as 35%. Thousands of health workers infected with COVID-19 have lost their lives globally.

“Despite the challenges and risks, health care workers across the Region continue their work, putting the greater good first. They are an example to us all,” said Dr Brennan.

In Yemen, official numbers released by health authorities indicate that there are 407 infections among health care workers out of 2087 confirmed COVID-19 cases announced as 13 December 2020.

“COVID-19 has left Yemen and health care workers on the frontlines under severe pressure. We put our lives at risk to save the lives of our people. I have seen many doctors fall sick and be admitted on ventilators and monitors, or worse, die. This has been the hardest thing to witness,” said Sami Al Hajj, a young doctor working at the Science and Technology Hospital in Sana’a.

From 1 October to 15 December alone, Jordan reported the deaths of 23 doctors, the highest number since the start of the pandemic “We are all sad and in pain over the death of a constellation of heroes who stood as the first line of defence against the pandemic,” said Bisher Al-Khasawneh, Jordan’s Prime Minister, on social media.

Azizullah Asghari, nurse at the ICU unit in Afghan Japan Hospital in Afghanistan, whose mother was infected with COVID-19 after he tested positive. Her death left him with a big loss“At the beginning of the COVID-19 pandemic no one was ready to work at the Afghan Japan Hospital which is designated for COVID-19 patients here in Kabul, because there were limited resources available to protect health workers, and the risk was very high,” said Mr Azizullah Asghari, an ICU nurse at Afghan Japan Hospital in Kabul, Afghanistan. “But the number of patients were increasing daily, so I decided to take the risk and started working as a nurse in the intensive care unit to help patients in severe or critical condition. Soon after, I became infected, and my family, including my mother, also tested positive. I lost my mother, who was only 42 years old with no underlying condition.”

“I still cannot explain my mother’s death. I felt it with all my soul, there is no wound deeper than losing your loved ones like this. But I want to stand by people and try to save their loved ones. The commitment I made while graduating and the love I have for my people encouraged me to continue my work at the Afghan Japan Hospital and serve the patients with even more energy.”

Among the thousands of health workers in the regional polio programme who support the COVID-19 response, almost 256 polio staff have been infected, and three have lost their lives.

Making sure health care workers are protected physically and mentally

Health workers are at highest group at risk of infection due to frequent and close contact with suspected and confirmed COVID-19 patients. Global shortages of personal protective equipment have also made health workers soft targets, and those who have access to personal protective equipment may not be well trained enough to use them properly. Weak infection prevention and control measures in health facilities treating COVID-19 patients also increase their risk of exposure and infection.

While many health workers are infected in hospitals and health facilities, some are also infected due to exposure to the virus in community settings, including households.

But contracting COVID-19 is not the only risk that health workers face. With many frontline workers in close contact with infected patients, health workers are sometimes discriminated against as potential carriers of the disease and exposed to stigma and sometimes violence.

“I understand the fear of health care workers. It is a justified fear given the deteriorating health situation. But our people need us and our experience. I urge myself and fellow doctors to work this out together and support each other during this challenging time to survive the pandemic,” said Sami Al Hajj from the Science and Technology Hospital in Sana’a.

Exposed to levels of illness and death never seen before, some health workers are also at risk of psychological and emotional disturbances, illness and even death.

As the pandemic takes its toll on the mental health of health care workers. WHO and health partners are working hard to make sure that no one is left behind. Frontlines health workers are supported with mental health packages providing practical guidance and advice to help them cope up with the pressures faced.

Despite the global shortages in personal protective equipment, WHO and health partners have scaled up delivery. As of 15 December 2020, a total of 290 shipments of personal protective equipment kits have been shipped to 6 countries in Region from WHO’s regional logistics hub in Dubai, along with other medicines and equipment to support the COVID-19 response. Also, WHO and health partners have supported training health care workers across the region on infection, prevention and control guidance to reduce the risk of the virus spreading in health care settings. WHO also offers free courses on its Open WHO platform to train health workers on use of PPEs and other IPC measures properly.",http://www.emro.who.int
